Date,Time,URL,Content,Date_2,Author,Tweet_Text,Spam_Ham
2/13/2021 0:00,10:38:59,https://twitter.com/AlArabiya/status/1360538955553374215,,,,وصلت إلى أدنى مستوى لها منذ أكتوبر وكالة الصحافة الفرنسية تراجع في إصابات كورونا حول العالم هذا الأسبوع العربية,
12/13/2020 0:00,15:49:00,https://twitter.com/skynewsarabia/status/1360616973835657219,,,,مبان ومكاتب تهتز شاهد زلزال يضرب فوكوشيما اليابانية بقوة درجة على مقياس ريختر,
2/16/2021 0:00,23:39:06,https://twitter.com/AlArabiya/status/1361822441052524553,,,,نائب مساعد وزير الخارجية الأميركي السابق لشؤون الشرق الأوسط مارك كيميت نأمل في حكمة إدارة بايدن والابتعاد عن نهج أوباما والعمل على تحقيق توازن في المنطقة العربية,
21:31:56,3/6/2021 0:00,,,,,بعد تجربة التطبيق صراحة التطبيق جبار يشتغل القنوات بدون تعليق حتى لو كان النت ضعيف  جربت اليوم كل القنوات سريع وخفيف  موجود قنوات الرياضية وبعض القنوات الاخرى مثل  كلها شغالة بدون تعليق   حملوا التطبيق قبل الحذف,
12/27/2020 0:00,16:32:32,https://twitter.com/emaratalyoum/status/1365701360117829639,,,,فوز التعاون ومصفوت في دوري الدرجة الأولى الإماراتاليوم,
2/13/2021 0:00,12:38:51,https://twitter.com/AlArabiya/status/1360569123894353922,,,,برهم صالح العراق يحتاج إصلاحا شاملا ويجب عدم السماح بتحويل البلاد إلى ساحة لتصفية الحسابات الإقليمية العربية,
2/22/2021 0:00,11:10:27,https://twitter.com/AlArabiya/status/1363808365554638848,,,,مقتل السفير الإيطالي في الكونغو بعد هجوم استهدف قافلة لأم المتحدة شرق البلاد العربية,
12/19/2020 0:00,12:25:16,https://twitter.com/emaratalyoum/status/1362740032809934848,,,,بالفيديو فرحة هستيرية من نيمار بفضيحة برشلونة هل كان سيحتفل لو سجل الإماراتاليوم,
12/2/2020 0:00,9:58:31,https://twitter.com/skynewsarabia/status/1356542508105408517,,,,مدربة تريض وانقلاب على السلطة بخلفها شاهدسكاي ميانمار,
2/20/2021 0:00,23:30:18,https://twitter.com/AlArabiya/status/1363269779314868227,,,,الكويت تمد منع دخول غير الكويتين والخضوع لحجر الإلزامي شرط السماح بدخول المواطنين العربية,
12/23/2020 0:00,4:57:19,https://twitter.com/emaratalyoum/status/1364076853904998403,,,,«إقامة دبي» تختصر رحلة المسافر بصمتي العين والوجه إلى ثوان الإماراتاليوم,
2/15/2021 0:00,10:26:03,https://twitter.com/AlArabiya/status/1361260477024784386,,,,انهيارعقارفيالقاهرة العروس كانت على قيد الحياة تصرخ وأثناء انتشالها انهار باقي المنزل فوقها وقتلها العربية,
12/13/2020 0:00,14:48:56,https://twitter.com/emaratalyoum/status/1360601860202262531,,,,فرنسا هيئة صحية توصي بجرعة لقاح واحدة لمتعافين من كورونا الإماراتاليوم,
2/16/2021 0:00,14:32:16,https://twitter.com/AlArabiya/status/1361684826936520709,,,,بعد حصوله على صلاحيات واسعة من تعديل ماذا يريد أردوغان من الترويج لدستور جديد في هذا التوقيت العربية,
2/14/2021 0:00,1:58:47,https://twitter.com/AlArabiya/status/1360770430425038851,,,,المحل السياسي جواد غوك التأثير التركي واضح في أذربيجان لكن لا يمكن أن يصل لما تشير إليه خريطة النفوذ المزعومة العربية,
12/16/2020 0:00,8:31:34,https://twitter.com/emaratalyoum/status/1361594053884862465,,,,وكالات سيارات تنشط السوق المحلية بطرح طرز جديدة في الإماراتاليوم,
12/13/2020 0:00,5:00:01,https://twitter.com/skynewsarabia/status/1360453651534282753,,,,ديك مراكش المدل زبون فخم على رأسه ريشة,
12/19/2020 0:00,13:48:10,https://twitter.com/AlHadath/status/1362760892358795269,,,,مراسل العربية الشرطة ألقت القبض على الاجئ الذي قتل المسؤول الفرنسي,
12/10/2020 0:00,8:25:18,https://twitter.com/emaratalyoum/status/1359418151491014658,,,,تحذير سويسري من الإفراط في القهوة لأجل صحة المفاصل الإماراتاليوم,
12/9/2020 0:00,15:03:56,https://twitter.com/skynewsarabia/status/1359156083793797125,,,,العرب إلى المريخ بإرادة إماراتية النصف الساعة الحاسمة,
12/21/2020 0:00,10:45:49,https://twitter.com/emaratalyoum/status/1363439780906827776,,,,الموت يفجع الأسطورة رونالدينيو الإماراتاليوم,
12/1/2020 0:00,14:11:34,https://twitter.com/skynewsarabia/status/1366390660199186438,,,,غوتيريس أي خفض لمساعدات ليمن ستكون عواقبه كارثية,
8:46:54,3/2/2021 0:00,,,,,اخسر دهون وليس فقط وزن ارفع لياقتك حسن قوامك غير مقاسات لبسك صغر محيط خصرك تخلص من الدهون العميقة داخل بطنك والوالتي ثبت أنها أم الأمراض الحمية والرياضة تعطيك كل هذا وأكثر,
12/17/2020 0:00,11:27:40,https://twitter.com/skynewsarabia/status/1362000761526362112,,,,أزمة الحدود السودان يستدعي سفيره في إثيوبيا,
12/16/2020 0:00,1:00:18,https://twitter.com/emaratalyoum/status/1361480488997765121,,,,«أحمد» يحتاج إلى جلسة علاج كيماوي ب ألف درهم الإماراتاليوم,
12/23/2020 0:00,15:36:34,https://twitter.com/skynewsarabia/status/1364237723134013440,,,,ديربي الرياض بلسان الجماهير سكايرياضة,
2/18/2021 0:00,13:08:59,https://twitter.com/AlArabiya/status/1362388644410122241,,,,مجلس الأمن يجتمع لبحث تطورات الأزمة اليمنية ومراسل العربية سيطالب الحوثين بوقف التصعيد العسكري في مأرب اليمن العربية,
12/26/2020 0:00,20:00:00,https://twitter.com/skynewsarabia/status/1365391184416428034,,,,شخصيات عالمية تدعو بايدن لدعم قرار الاعتراف بمغربية الصحراء سكايأخبار,
12/27/2020 0:00,21:15:00,https://twitter.com/skynewsarabia/status/1354538420513730567,,,,فوز كان باليد في مونديال اليد كان الأمل بأن يتحق النصر على أرض مصر لكن لرميات الحظ رأي آخر هنيئا لمصر فوزها بمنتخب على مستوى عالمي مصر مونديالاليد شاهدسكاي,
12/28/2020 0:00,8:19:06,https://twitter.com/emaratalyoum/status/1365939570559381505,,,,خدمة طلب تفعيل حساب ضمان الإماراتاليوم,
12/25/2020 0:00,12:55:00,https://twitter.com/skynewsarabia/status/1364921839718264836,,,,شحنة فيروس عالية وطفرة جديدة رضيع أميركي يثير حيرة الأطباء سكايأخبار,
12/27/2020 0:00,14:33:34,https://twitter.com/emaratalyoum/status/1365671422572564484,,,,إخلاء عقار في بريطانيا بسب قنبلة الإماراتاليوم,
12/1/2020 0:00,9:57:41,https://twitter.com/emaratalyoum/status/1366326767254974464,,,,نجوم أحدثوا نقلة نوعية في «الدرجة الأولى» الإماراتاليوم,
11:15:58,12/6/2020 0:00,,,,,ايلتس النجاح يبدأ مع شهاده شهاده معتمده كإثبات لكفاءة الغة الانجليزية لغايات التعليم العالي والهجرة العالميه تواصل معنا الان واحصل علي الان شهادات ايلتس جامعه الكويت جامعه الملك عبدالعزيز جامعات الملكه نوره جامعة الامارات ايلتس,
12/28/2020 0:00,10:20:38,https://twitter.com/emaratalyoum/status/1365970155612831747,,,,مصطفى محمد يتفوق على محمد صلاح بالانطلاقة ويركن فالكاو على الاحتياط الإماراتاليوم,
12/26/2020 0:00,15:45:00,https://twitter.com/skynewsarabia/status/1365327009904291851,,,,قتيلا من فصائل مدعومة من إيران بقصف جوي أميركي سكايأخبار,
12/16/2020 0:00,14:29:42,https://twitter.com/emaratalyoum/status/1361684183253450753,,,,«حمدان الطبية» مليون درهم لتمويل بحثا جديدا الإماراتاليوم,
12/27/2020 0:00,13:36:59,https://twitter.com/emaratalyoum/status/1365657181689950210,,,,إغلاق مساجد في السعودية بعد إصابة شخصا بكورونا الإماراتاليوم,
12/2/2020 0:00,10:02:49,https://twitter.com/emaratalyoum/status/1366690448463527942,,,,فينيسيوس ينقذ الريال من الخسارة وبرشلونة ينفرد بالوصافة الإماراتاليوم,
12/23/2020 0:00,16:56:17,https://twitter.com/AlHadath/status/1364257786717233158,,,,المبعوث الأميركي إلى اليمن يؤكد على ضرورة وقف الحوثين لجميع العمليات العسكرية في مأرب والامتناع عن الأعمال المزعزعة لاستقرار بالبلاد,
12/17/2020 0:00,16:59:11,https://twitter.com/AlHadath/status/1362084186677514240,,,,وزير الخارجية الأميركي أنتوني بلينكن سياسة واشنطن تقضي بعدم السماح ل إيران بامتلاك سلاح نوي وعليها الامتثال لبنود الاتفاق,
12/23/2020 0:00,7:33:49,https://twitter.com/skynewsarabia/status/1364116237886902272,,,,الكاتب المتخص بالشأن الأميركي ياسر الغسلان على الرغم من اختلاف وجهات النظر حول بعض الملفات بين السعودية وأميركا تبقى العلاقات استراتيجية بين البلدين نيرانصديقة مع الحلقة كاملة,
12/11/2020 0:00,1:16:58,https://twitter.com/emaratalyoum/status/1359672744305192964,,,,«عبدالرزاق» يعاني الشفة الأرنبية وعلاجه ب ألف درهم الإماراتاليوم,
1:56:15,3/7/2021 0:00,,,,,قبل الحذف شوف مقطع الى نزلته   معصيتي  رحتي,
12/2/2020 0:00,8:35:05,https://twitter.com/emaratalyoum/status/1366668370263834625,,,,مخاطر انقطاع النفس أثناء النوم بشكل متكر الإماراتاليوم,
2/25/2021 0:00,5:28:51,https://twitter.com/AlHadath/status/1364809563074084865,,,,المبعوث الأميركي يشكر السعودية على المساعدات الإنسانية التي تقدمها ل اليمن,
12/14/2020 0:00,10:40:00,https://twitter.com/skynewsarabia/status/1360901599267348489,,,,رغم طرده لامباراد يقبض ألف إسترليني أسبوعيا سكايأخبار,
12/17/2020 0:00,12:47:21,https://twitter.com/skynewsarabia/status/1362020814393135105,,,,الدراما المصرية هل بات سلاحا فعالا في مواجهة الإرهاب,
12/30/2020 0:00,20:20:00,https://twitter.com/skynewsarabia/status/1355611743137882112,,,,تبديل الارتجاج في البريميرليغ سكايرياضة شاهدسكاي,
2/24/2021 0:00,10:10:29,,,,,وعليكم السلام ورحمة اله عندي مجموعه تنحيف لأطفال عباره عن مكمل غذائي يعمل على تسريع عملية حرق الدهون تعالي خاص بعطي لك حل,
12/21/2020 0:00,6:16:36,https://twitter.com/emaratalyoum/status/1363372026874929158,,,,مباشر افتاح فعاليات الدورة ال من معرضي آيدكس و نافدكس بمشاركة أكثر من شركة الإماراتاليوم,
20:54:48,3/5/2021 0:00,,,,,شاهد قبل الحذف صورة حصرية لطالب فنون تطبيقية في نظر الدكاترة,
12/22/2020 0:00,8:56:17,https://twitter.com/AlHadath/status/1363774600308473856,,,,الاتحاد الأوروبي تعاون إيران مع الوكالة الدولية لطاقة الذكرية حيوي لمستقبل الاتفاقالنوي,
12/25/2020 0:00,11:35:00,https://twitter.com/skynewsarabia/status/1364901707122098179,,,,مسحة كورونا الشرجية والدبلوماسين الأميركين تعليق صيني سكايأخبار,
12/14/2020 0:00,13:42:42,https://twitter.com/AlHadath/status/1360947577567510529,,,,شاهد بالصورة كيف تخزن إيران الأسلحة في مطاردمشق داخل حاويات لأم المتحدة سوريا الحدث,
2/27/2021 0:00,0:59:05,https://twitter.com/AlArabiya/status/1365466448836124676,,,,الضربة الأميركية ضد ميليشيات طهران في سوريا رسالة واضحة ل إيران لرد على هجمات أربيل وبلد وبغداد والرئيس بايدن يحاول القول بوضوح إنه ليس أوباما آخر العربية,
2/19/2021 0:00,18:21:26,https://twitter.com/AlArabiya/status/1362829663316434954,,,,ألمانيا تعهد بتقديم مليار يورو إضافي لتعزيز توفير القاحات لدول الفقيرة العربية,
2/25/2021 0:00,4:34:10,https://twitter.com/AlArabiya/status/1364795801231360002,,,,السيناتور الجمهوري توم كوتون وأكثر من مشرعا جمهوريا آخرين يقدمون قرارا يعارض أي تحرك لرفع العقوبات عن إيران العربية,
12/9/2020 0:00,11:30:17,https://twitter.com/emaratalyoum/status/1359102315639279616,,,,الصحة العالمية انتقال كورونا إلى الإنسان عبر حيوان وسيط الأكثر ترجيحا الإماراتاليوم,
12/15/2020 0:00,8:22:02,https://twitter.com/emaratalyoum/status/1361229266889891840,,,,شرطة أبوظبي تدعو ضمن حملة خلك حذر الأسر إلى مراقبة أبنائهم من الابتزاز الإلكتروني ومن ينتحلون صفة البنات واستدراجهم بصور صداقة ثم التهديد بنشر بياناتهم وصورهم الشخصية عبر القنوات الإلكترونية بهدف الحصول على مكاسب مادية أو معلومات أو رغبات خاصة من الأشخاص أو الشركات بالإكراه,
12/17/2020 0:00,19:04:48,https://twitter.com/emaratalyoum/status/1362115801298386945,,,,إصابات وحريق بسب تصادم مركبتين الإماراتاليوم,
12/27/2020 0:00,9:29:30,https://twitter.com/skynewsarabia/status/1365594902181130241,,,,شتاء عاصف هذا العام غير من شكل حديقة لمنمنمات أوكرانيا,
2/14/2021 0:00,7:38:03,https://twitter.com/AlArabiya/status/1360855809685602306,,,,الاختلاف يسيطر على مجلس النواب في ليبيا مع دعوة رئيس البرلمان عقيلة صالح لجلسة تشاورية بمدينة طبرق شرقا العربية,
12/5/2020 0:00,11:15:00,https://twitter.com/skynewsarabia/status/1357648916724916225,,,,السرطان الأكثر شيوعا دراسة تكشف مفاجأة سكايأخبار,
2/26/2021 0:00,20:13:47,https://twitter.com/AlHadath/status/1365394653156159488,,,,الميليشيات الموالية ل إيران في العراق تعترف بخسائرها في الغارات الأميركية على الحدود مع سوريا,
12/23/2020 0:00,16:45:18,https://twitter.com/AlHadath/status/1364255022205313025,,,,شاهد أفراد من ميليشياتالحوثي يفرون هربا من نيران الجيش اليمني أثناء اقتحامه مواقعهم شرق مديرية نهم اليمن الحدث,
12/30/2020 0:00,17:55:00,https://twitter.com/skynewsarabia/status/1355575252546420736,,,,فيديو اعتقال روسي بسب الشواء على الهيب الأبدي,
12/10/2020 0:00,5:26:33,https://twitter.com/emaratalyoum/status/1359373167534481408,,,,مسبار الأمل فخر اعتزاز دولتي يتصدر تويتر صباح الانجازات يا أغلى وطن مسبارالأملفخراعتزازدولتي مسبارالأمل العربإلىالمريخ لاشيئمستحيل الإماراتاليوم,
12/18/2020 0:00,5:03:32,https://twitter.com/emaratalyoum/status/1362266477060063232,,,,«التجميل المنزلي» يشوه نساء ويصيبهن بأورام حميدة الإماراتاليوم,
2/27/2021 0:00,4:59:49,https://twitter.com/AlHadath/status/1365527033695129601,,,,الأخصائي في الأمراض الصدرية بمستشفى أرباجون باريس دوحيد أحمد التجارب أكدت أن الجرعة الأولى من لقاح فايزر تمنح المصاب ب كورونا مناعة جيدة خلال أول أسابيع,
2/28/2021 0:00,18:44:02,https://twitter.com/AlArabiya/status/1366096840358326279,,,,ول ستريت جورنال دبلوماسيون يؤكدون رفض إيران عرضا لإجراء محادثات نوية مباشرة مع الولايات المتحدة العربية,
12/3/2020 0:00,2:34:38,https://twitter.com/skynewsarabia/status/1356793189156466690,,,,خطوات أولا رد فاتر من واشنطن على اقتراح ظريف النوي سكايأخبار,
12/23/2020 0:00,9:00:00,https://twitter.com/skynewsarabia/status/1364137926498480134,,,,تواصل أعمال معرضي آيديكس و نافدكس في أبوظبي سكايأخبار,
12/2/2020 0:00,8:36:04,https://twitter.com/emaratalyoum/status/1366668618574950401,,,,توفر العجلة امكانية مشاهدة أفق دبي من داخل كبسولة مغلقة بالزجاج وبزاوية درجة على ارتفاع قدم الإماراتاليوم,
12/31/2020 0:00,13:52:14,https://twitter.com/skynewsarabia/status/1355876545458544640,,,,ياسمينةخضرا الجزائر عاشت مرحلة صعبة في التسعينيات وأنا واثق بأن هذه التجربة لن تكر حديثالعربسكاي مع الحلقة كاملة,
12/8/2020 0:00,21:46:04,https://twitter.com/skynewsarabia/status/1358894893599502337,,,,فاوتشي هذه هي أفضل طريقة لمحاربة سلالات كورونا,
12/13/2020 0:00,21:15:00,https://twitter.com/skynewsarabia/status/1360699014304329728,,,,أردوغان يقوض فرص التهدئة في ليبيا ويحشد مزيد من المرتزقة,
12/10/2020 0:00,12:18:35,https://twitter.com/skynewsarabia/status/1359476859294142464,,,,بعد مكاسب أسعار النفطهل نجحت استراتيجية أوبك شاهدسكاي سكاياقتصاد,
12/1/2020 0:00,20:52:07,https://twitter.com/skynewsarabia/status/1366491462498725890,,,,شركة خاصة تيح خدمة تحريك صور الراحلين مجانا منصات شاهدسكاي,
12/3/2020 0:00,23:00:22,https://twitter.com/skynewsarabia/status/1357101653778956293,,,,برشلونة يبلغ نهائي كأس إسبانيا بعد ريمونتادا مثيرة سكايرياضة,
2/22/2021 0:00,6:02:10,https://twitter.com/AlArabiya/status/1363730782502666249,,,,التحالف الدولي ل العربيةنت ملتزمون بهزيمة بقايا داعش في سوريا ومهمتنا لن تغير مع وصول الرئيس الأميركي جو بايدن إلى البيت الأبيض العربية,
12/14/2020 0:00,9:00:00,https://twitter.com/skynewsarabia/status/1360876435179773955,,,,تبرئة ترامب أمام مجلس الشيوخ شاهدسكاي,
2/17/2021 0:00,0:54:54,,,,,اساعد كم عيله في سوريا بالخميات,
12/7/2020 0:00,4:03:18,https://twitter.com/skynewsarabia/status/1358265054026731520,,,,تفاصيل مشروع قانون منتظر بالبرلمان المصري,
2/27/2021 0:00,5:59:14,https://twitter.com/AlArabiya/status/1365541986825027589,,,,استطلاع لرأي من الأميركين يحدون أولوية إدارة بايدن في حماية الوظائف ثم الحد من انتشار الأمراض المعدية ومقاومة الإرهاب العربية,
2/25/2021 0:00,22:49:08,https://twitter.com/AlArabiya/status/1365071361077567490,,,,مختبر الأبحاث التابع لقوات الجوية الأميركية يطور وسائل لشفاء جروح البشر بسرعة تجاوز أضعاف المعدل الطبيعي العربية,
12/9/2020 0:00,13:14:57,https://twitter.com/emaratalyoum/status/1359128654312333316,,,,بدء توافد الإعلامين والحضور لمتابعة النقل المباشر لدخول مسبار الأمل إلى مدار المريخ مسبارالأمل العربإلىالمريخ لاشيئمستحيل الإمارات الحدثالتاريخي الإماراتاليوم,
2/27/2021 0:00,3:44:11,https://twitter.com/AlArabiya/status/1365507999876399106,,,,أوصت لجنة من الخبراء بإجماع أعضائها الجمعة بالاستخدام الطارئ في الولايات المتحدة ل لقاحجونسونآندجونسون ذي الجرعة الواحدة والمضاد ل كوفيد لأشخاص الذين تزيد أعمارهم على عاما العربية,
12/10/2020 0:00,13:28:02,https://twitter.com/emaratalyoum/status/1359494336744988672,,,,الإحاطةالإعلامية أظهرت الإمارات جاهزية نوعية في التصدي لأزمة من خلال إدارة أكبر منظومة تطوعية تشاركية دعمت الجهود الميدانية لأبطال خط دفاعنا الأول وعزت ثقافة التطوع الافتراضي لمساعدة فئات المجتمع ما ساهم في تحقيق جملة من الأهداف التنموية والمجتمعية الإماراتاليوم,
12/21/2020 0:00,20:28:42,https://twitter.com/skynewsarabia/status/1363586466161582081,,,,توقعات متفائلة من فاوتشي بشأن كورونا شاهدسكاي,
12/10/2020 0:00,6:52:33,https://twitter.com/emaratalyoum/status/1359394810503790595,,,,اليافعي لدينا تسهيلات كبيرة لشركات الناشئة لحصول على التمويل في فترة لا تجاوز شهرا الإماراتاليوم,
12/1/2020 0:00,8:27:16,https://twitter.com/emaratalyoum/status/1366304016792244225,,,,عربي يتهرب من سداد دينه والمحكمة تلزمه ب ألف درهم الإماراتاليوم,
12/22/2020 0:00,12:43:59,https://twitter.com/emaratalyoum/status/1363831905293012993,,,,ضجت مواقع التواصل الاجتماعي مع مقطع فيديو ظهر فيه الشاب السعودي رجالمعبدي وهو يعبر عن فرحته الكبيرة بعد أن تمكن أخيرا من الوقوف على قدميه المعبدي البالغ من العمر عاما عانى من مشاكل صحية سبها نقص الأكسجين عند ولادته ما منعه من الوقوف على قدميه والمشي الإماراتاليوم,
12/14/2020 0:00,9:43:31,https://twitter.com/emaratalyoum/status/1360887385714798600,,,,حاتم العراقي لم يفوت مناسبة عيد الحب الإماراتاليوم,
12/13/2020 0:00,5:38:00,https://twitter.com/skynewsarabia/status/1360463210529255431,,,,العام المقبل ساعة يد ذكية من فيسبوك بخصائص صحية,
2/15/2021 0:00,16:39:10,https://twitter.com/AlArabiya/status/1361354375243984898,,,,الباحث السياسي محمد حميدة مصر تدعم السلطة اليبية الجديدة لإعادة الهدوء وإجراء الانتخابات و القاهرة تمثل الدول العربية المهتمة باستقرار وأمن ليبيا العربية,
12/27/2020 0:00,1:47:06,https://twitter.com/emaratalyoum/status/1365478535335403522,,,,عبداله بن زايد يؤكد حرص الإمارات على تعزيز العلاقات مع الهند الإماراتاليوم,
12/1/2020 0:00,14:00:00,https://twitter.com/skynewsarabia/status/1366387749578702848,,,,أحلام شوقي أسوانية تكسر احتكار الرجال لقيادة سيارات الأجرة نجاحهن,
2/26/2021 0:00,10:32:25,https://twitter.com/AlHadath/status/1365248347896971264,,,,شاهد صورة متداولة لقتيل من ميليشيات حزباله العراقي في الغارة الأميركية على الحدود السورية سوريا العراق الحدث,
12/14/2020 0:00,3:18:05,https://twitter.com/emaratalyoum/status/1360790388689240064,,,,«الداخلية» تحذر السائقين من خطر الانحراف المفاجئ بالمركبة الإماراتاليوم,
12/18/2020 0:00,0:02:41,https://twitter.com/AlHadath/status/1362190765246529539,,,,المحل السياسي شلومو غانور إسرائيل قد تضطر لتدمير مستودعات أسلحة ميليشيا حزباله داخل الأحياء السكنية جنوب لبنان,
12/24/2020 0:00,9:29:11,https://twitter.com/AlHadath/status/1364507658611544065,,,,القضاء الألماني يصدر حكمه اليوم على ضابطين سابقين في نظام الأسد لتورطهما في تعذيب وقتل المعارضين داخل المعتقلات,
12/10/2020 0:00,14:58:40,https://twitter.com/emaratalyoum/status/1359517144334098433,,,,التحالف يدمر طائرتين مفختين أطلقهما الحوثيون باتجاه السعودية,
2/20/2021 0:00,4:00:09,https://twitter.com/AlArabiya/status/1362975303619010561,,,,الدبيبة لن أقبل بمرشح لا يمكنه الوصول  إلى كل ليبيا العربية,
12/15/2020 0:00,3:59:26,https://twitter.com/AlHadath/status/1361163182732177408,,,,المحل السياسي اليبي أحمد المهدوي عبدالحميد الدبيبة مطالب بتشكيل حكومة وحدة وطنية حقيقية شاملة ومتنوعة تستوعب كافة مكونات الشعب,
12/23/2020 0:00,14:44:17,https://twitter.com/AlHadath/status/1364224566948601856,,,,عمليات الاغتيال والتصفيات الجسدية لشيوخ قبلين في مناطق سيطرة الانقلابين نشطت كثيرا في الفترة الأخيرة,
2/28/2021 0:00,17:59:24,https://twitter.com/AlArabiya/status/1366085610386165762,,,,التشويش على خدمات الإنترنت أحدث أساليب النظام الإيراني في قمع الاحتجاجات بإقليم بلوشستان العربية,
12/8/2020 0:00,17:26:00,https://twitter.com/skynewsarabia/status/1358829445268832256,,,,تفاصيل مؤلمة لفاجعة المغرب وفتح تحقيق واسع بشأن ما حدث,
1:41:10,3/1/2021 0:00,,,,,يوسفشعبان الاتحادالقادسيه ️حبوب ملك النمر الاصلي فياجرا لرجال أهم استخدامات الحب,
2/19/2021 0:00,10:01:10,https://twitter.com/AlArabiya/status/1362703765430800386,,,,رويترز ملاين إصابة وأكثر من مليون وفاة ب كورونا حول العالم و الولاياتالمتحدة في المرتبة الأولى تليها الهند ثم البرازيل العربية,
12/28/2020 0:00,10:11:49,https://twitter.com/emaratalyoum/status/1365967939912953858,,,,إنفوجرافيكالإماراتاليوم كيف يعمل لقاح فايزر بيونتيك الإماراتاليوم,
2/17/2021 0:00,13:39:48,https://twitter.com/AlArabiya/status/1362034010323615748,,,,مراسلو العربية يرصدون الوضع الوبائي وتطورات عمليات التطعيم في دول عربية دولة تدرس فرض القاح إجباريا,
12/23/2020 0:00,16:30:00,https://twitter.com/skynewsarabia/status/1364251170534023175,,,,اتفاقيات بين ساب وتوازن لتوطين الصناعات الدفاعية والأمنية بالإمارات شاهدسكاي سكاياقتصاد,
12/30/2020 0:00,10:21:57,https://twitter.com/skynewsarabia/status/1355461239430897665,,,,راموس و ريالمدريد الأزمة تضخم وساعة النهاية تقترب,
12/28/2020 0:00,9:55:26,https://twitter.com/skynewsarabia/status/1354729790599819266,,,,تدفق الحم من بركان جبلميرابي الأكثر نشاطا في إندونيسيا والسلطات في حالة التأهب شاهدسكاي,
12/14/2020 0:00,16:29:15,https://twitter.com/AlHadath/status/1360989493386485765,,,,العراق يعيد فرض حظر التجول الشامل الأسبوع المقبل لمواجهة تفشي كورونا,
12/16/2020 0:00,14:10:00,https://twitter.com/skynewsarabia/status/1361679223128219653,,,,السيسي يحذر من الزيادة السكانية ويكشف المعدل المقبول,
12/29/2020 0:00,5:33:29,https://twitter.com/skynewsarabia/status/1355026256404873220,,,,مصري يبتلع سكينا طوله سنتيمترا والأطباء يصنعون معجزة,
12/22/2020 0:00,20:26:09,https://twitter.com/emaratalyoum/status/1363948211203842049,,,,خام برنت ينهي تعاملات اليوم مرتفعا أكثر من دولارين عند دولار لبرميل الإماراتاليوم,
